category,n,outcome,mechanisms,incumbent_at_attempt,incumbent_floor,our_best_logged,evidence
squ_in_pen,37,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.97801,4.978037664,night_harvest/do0_* | sweep_results.md
squ_in_pen,38,tie-documented,drop-one (night sweep); harvest,Jake Loyd,5.04838,5.048455863,night_harvest/do0_* | sweep_results.md
squ_in_pen,39,tie-documented,drop-one (night sweep); harvest,Jake Loyd,5.13653,5.137335583,night_harvest/do0_* | sweep_results.md
squ_in_pen,40,tie-documented,harvest,Jake Loyd,5.16849,5.168573701,sweep_results.md
squ_in_tri,8,no-improvement,search (blitz-2),David W. Cantrell,5.301,,blitz2_targets.txt (aggregate: 49 ties)
squ_in_tri,12,no-improvement,search (blitz-3),David W. Cantrell,6.301,,blitz3_targets.txt (aggregate: 0/69 improvements)
squ_in_tri,13,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,14,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,15,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,16,tie-documented,search (BH/GPU); search (lane),Erich Friedman,,,CAMPAIGN.md: documented tie | results/*_bh_*
squ_in_tri,19,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,20,tie-documented,harvest; search (lane),Haowei Lin,7.61695,7.618618701,"CAMPAIGN.md: chased Lin at +1.8e-5, no find | sweep_results.md"
squ_in_tri,21,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,22,tie-documented,harvest (closed-form identified),Markus Vesterinen,,,sweep_results.md
squ_in_tri,25,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,26,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,29,tie-documented,search,Erich Friedman,,,CAMPAIGN.md: documented tie
squ_in_tri,32,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,33,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,34,attempted,drop-one (night sweep),Erich Friedman,,,night_harvest/do0_*
squ_in_tri,35,attempted,drop-one (night sweep); search (BH/GPU),Erich Friedman,,,night_harvest/do0_* | results/*_bh_*
squ_in_tri,37,attempt-failed,drop-one (night sweep); harvest,Gianluca Costantino,,,night_harvest/do0_* | sweep_results.md
squ_in_tri,38,no-improvement,drop-one (night sweep); harvest; search (lane),Gianluca Costantino,,,"CAMPAIGN.md: Costantino sub-form target, no find | night_harvest/do0_* | sweep_results.md"
squ_in_tri,39,tie-documented,drop-one (night sweep); harvest (closed-form identified),Bhavithran Ananthan,,,night_harvest/do0_* | sweep_results.md
squ_in_tri,40,tie-documented,drop-one (night sweep); harvest (closed-form identified),Bhavithran Ananthan,,,night_harvest/do0_* | sweep_results.md
squ_in_tri,41,beaten-claimed,drop-one (night sweep); harvest; search (BH/GPU); search+drop-one,Haowei Lin,10.61923,10.618802157230435,ledger: standing | night_harvest/do0_* | results/*_bh_* | sweep_results.md
squ_in_tri,42,beaten-claimed,closed-form; drop-one (night sweep); harvest; search (BH/GPU),Haowei Lin,10.61956,10.618802157230435,ledger: standing | night_harvest/do0_* | results/*_bh_* | sweep_results.md
squ_in_tri,43,beaten-claimed,closed-form; harvest,Haowei Lin,10.77405,10.773502698922991,ledger: standing | sweep_results.md
squ_in_tri,44,no-improvement,search,,,,CAMPAIGN.md: Wu basin exhausted
tri_in_hex,6,no-improvement,search (blitz-2),Trivial,1.0,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_hex,7,no-improvement,drop-one (night sweep); search (blitz-2),David W. Cantrell,1.277,,blitz2_targets.txt (aggregate: 49 ties) | night_harvest/do0_*
tri_in_hex,8,tie-documented,search (BH/GPU); search (blitz-2); search+submit,David W. Cantrell,1.356,,CAMPAIGN.md: certified tie with Cantrell 2012 (channel test) | blitz2_targets.txt (aggregate: 49 ties) | results/*_bh_*
tri_in_hex,9,no-improvement,search (blitz-3),Erich Friedman,1.434,,blitz3_targets.txt (aggregate: 0/69 improvements)
tri_in_hex,10,no-improvement,harvest; search (blitz-3),Timo Berthold et al,1.497,,blitz3_targets.txt (aggregate: 0/69 improvements) | sweep_results.md
tri_in_hex,12,no-improvement,harvest; search (blitz-3),Timo Berthold et al,1.623,,blitz3_targets.txt (aggregate: 0/69 improvements) | sweep_results.md
tri_in_hex,16,tie-documented,search,Maurizio Morandi,,,CAMPAIGN.md: refined to record value +1e-9
tri_in_hex,17,tie-documented,search,Maurizio Morandi,,,CAMPAIGN.md: refined to record value +1e-9
tri_in_hex,18,tie-documented,drop-one (night sweep); search,Maurizio Morandi,,,CAMPAIGN.md: refined to record value +1e-9 | night_harvest/do0_*
tri_in_hex,19,tie-documented,drop-one (night sweep); harvest,Alex Adrián Nieto,1.953,1.953942435,night_harvest/do0_* | sweep_results.md
tri_in_hex,20,tie-documented,drop-one (night sweep); harvest,Aaden Abraham,1.97591,1.976040619,night_harvest/do0_* | sweep_results.md
tri_in_hex,21,tie-documented,harvest; search (BH/GPU); search (control),Haowei Lin,1.99869,1.999195854,"CAMPAIGN.md: 4,700+ starts, 400+ BH rounds; stuck 1.99877 vs 1.99869+ | results/*_bh_* | sweep_results.md"
tri_in_hex,22,no-improvement,search (plateau),Trivial,,,CAMPAIGN.md: s=2 plateau rigid
tri_in_hex,23,no-improvement,search (plateau),Trivial,,,CAMPAIGN.md: s=2 plateau rigid
tri_in_hex,24,no-improvement,search (plateau),Trivial,,,CAMPAIGN.md: s=2 plateau rigid
tri_in_hex,25,attempted,drop-one (night sweep),Ignacio Vallejo,,,night_harvest/do0_*
tri_in_hex,26,tie-documented,drop-one (night sweep); harvest,Ian Watson,2.21991,2.219920312,night_harvest/do0_* | sweep_results.md
tri_in_hex,27,tie-documented,drop-one (night sweep); harvest,Haowei Lin,2.2954,2.295509941,night_harvest/do0_* | sweep_results.md
tri_in_hex,28,tie-documented,harvest; search (fresh tail),Jake Loyd,2.32251,2.322606627,"CAMPAIGN.md: best 2.33299 vs 2.32251+, miss 1.05e-2 | sweep_results.md"
tri_in_hex,31,attempted,drop-one (night sweep),Emerson Connelly,,,night_harvest/do0_*
tri_in_hex,32,tie-documented,drop-one (night sweep); harvest,Haowei Lin,2.46104,2.461243083,night_harvest/do0_* | sweep_results.md
tri_in_hex,33,tie-documented,harvest,Jake Loyd,2.49038,2.490381657,sweep_results.md
tri_in_hex,35,attempted,drop-one (night sweep),Emerson Connelly,,,night_harvest/do0_*
tri_in_hex,36,beaten-claimed,drop-one (night sweep); harvest,Thomas Greenleaf,2.58309,2.583078120356046,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_hex,37,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.61436,2.614471622,night_harvest/do0_* | sweep_results.md
tri_in_hex,38,tie-documented,harvest,Jake Loyd,2.65998,2.660205302,sweep_results.md
tri_in_hex,39,attempted,drop-one (night sweep),Emerson Connelly,,,night_harvest/do0_*
tri_in_hex,40,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.71131,2.711322023,night_harvest/do0_* | sweep_results.md
tri_in_hex,41,tie-documented,harvest,Jake Loyd,2.73692,2.737286439,sweep_results.md
tri_in_oct,3,tie-documented,search (blitz-1),Ignacio Vallejo,0.73651,0.736539672,blitz_final.txt | blitz_targets.txt
tri_in_oct,4,tie-documented,search (blitz-1),Timo Berthold et al,0.77731,0.777317148,blitz_final.txt | blitz_targets.txt
tri_in_oct,5,no-improvement,search (blitz-1),Nicolas Campailla,0.80366,,blitz_targets.txt
tri_in_oct,6,tie-documented,harvest; search (blitz-2),Ignacio Vallejo,0.81574,0.815748793,blitz2_targets.txt (aggregate: 49 ties) | sweep_results.md
tri_in_oct,7,tie-documented,harvest; search (blitz-2),Ignacio Vallejo,0.92453,0.924531144,blitz2_targets.txt (aggregate: 49 ties) | sweep_results.md
tri_in_oct,8,no-improvement,harvest; search (blitz-2),Timo Berthold et al,0.98777,,blitz2_targets.txt (aggregate: 49 ties) | sweep_results.md
tri_in_oct,9,tie-documented,harvest; search (blitz-3),Grant Mowry,1.00871,1.008713748,blitz3_targets.txt (aggregate: 0/69 improvements) | sweep_results.md
tri_in_oct,10,no-improvement,drop-one (night sweep); harvest; search (blitz-3),Jake Loyd,1.07515,,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_* | sweep_results.md
tri_in_oct,11,tie-documented,harvest; search (blitz-3),Grant Mowry,1.14562,1.145624094,blitz3_targets.txt (aggregate: 0/69 improvements) | sweep_results.md
tri_in_oct,12,no-improvement,drop-one (night sweep); harvest; search (blitz-3),Timo Berthold et al,1.19914,,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_* | sweep_results.md
tri_in_oct,13,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.23726,1.237300163,night_harvest/do0_* | sweep_results.md
tri_in_oct,14,tie-documented,harvest,Jake Loyd,1.27629,1.276381187,sweep_results.md
tri_in_oct,15,attempt-failed,drop-one (night sweep); harvest,Timo Berthold et al,,,night_harvest/do0_* | sweep_results.md
tri_in_oct,16,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.34566,1.345660283,night_harvest/do0_* | sweep_results.md
tri_in_oct,17,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.38854,1.388585158,night_harvest/do0_* | sweep_results.md
tri_in_oct,18,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.41763,1.417658031,night_harvest/do0_* | sweep_results.md
tri_in_oct,19,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.46678,1.466944900,night_harvest/do0_* | sweep_results.md
tri_in_oct,20,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.49689,1.496901507,night_harvest/do0_* | sweep_results.md
tri_in_oct,21,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.52519,1.525299844,night_harvest/do0_* | sweep_results.md
tri_in_oct,22,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.55435,1.554978112,night_harvest/do0_* | sweep_results.md
tri_in_oct,23,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.58348,1.583567508,night_harvest/do0_* | sweep_results.md
tri_in_oct,24,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.6018,1.601962511,night_harvest/do0_* | sweep_results.md
tri_in_oct,25,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.63703,1.637108100,night_harvest/do0_* | sweep_results.md
tri_in_oct,26,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.67455,1.674653223,night_harvest/do0_* | sweep_results.md
tri_in_oct,27,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.70616,1.707581176,night_harvest/do0_* | sweep_results.md
tri_in_oct,28,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.73796,1.737964474,night_harvest/do0_* | sweep_results.md
tri_in_oct,29,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.75285,1.753255540,night_harvest/do0_* | sweep_results.md
tri_in_oct,30,tie-documented,drop-one (night sweep); harvest,Jake Loyd,1.77911,1.779157229,night_harvest/do0_* | sweep_results.md
tri_in_oct,31,beaten-claimed,drop-one (night sweep); harvest,Thomas Greenleaf,1.80341,1.803380228582351,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_oct,32,beaten-claimed,drop-one (night sweep); harvest,Thomas Greenleaf,1.83002,1.829942561156610,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_oct,33,beaten-claimed,drop-one; drop-one (night sweep); harvest,Mohamed Metwalli,1.85532,1.847892538040222,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_oct,34,beaten-claimed,drop-one; drop-one (night sweep); harvest,Mohamed Metwalli,1.87179,1.864544399987333,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_oct,35,beaten-claimed,harvest,Mohamed Metwalli,1.89225,1.890513580971307,ledger: standing | sweep_results.md
tri_in_oct,36,beaten-claimed,drop-one (night sweep); harvest,Mohamed Metwalli,1.92843,1.926678746514661,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_oct,37,beaten-claimed,harvest,Mohamed Metwalli,1.95803,1.956159784268007,ledger: standing | sweep_results.md
tri_in_pen,3,no-improvement,search (blitz-2),Maurizio Morandi,1.143,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_pen,4,no-improvement,search (blitz-2),Maurizio Morandi,1.199,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_pen,6,tie-documented,harvest; search (blitz-2),Dominik Kamp,1.393,1.393618418,blitz2_targets.txt (aggregate: 49 ties) | sweep_results.md
tri_in_pen,7,no-improvement,search (blitz-2),David W. Cantrell,1.581,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_pen,8,no-improvement,search (blitz-2),Maurizio Morandi,1.659,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_pen,9,no-improvement,drop-one (night sweep); search (blitz-3),Maurizio Morandi (improved by David W. Cantrell),1.767,,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_*
tri_in_pen,10,tie-documented,drop-one (night sweep); harvest; search (blitz-3),Timo Berthold et al,1.815,1.815967369,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_* | sweep_results.md
tri_in_pen,11,tie-documented,drop-one (night sweep); harvest; search (blitz-3),Timo Berthold et al,1.871,1.871865045,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_* | sweep_results.md
tri_in_pen,12,tie-documented,drop-one (night sweep); harvest; search (blitz-3),Ignacio Vallejo,1.973,1.973299205,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_* | sweep_results.md
tri_in_pen,13,tie-documented,drop-one (night sweep); harvest,Timo Berthold et al,2.017,2.017603344,night_harvest/do0_* | sweep_results.md
tri_in_pen,14,tie-documented,drop-one (night sweep); harvest,Ignacio Vallejo,2.088,2.088506521,night_harvest/do0_* | sweep_results.md
tri_in_pen,15,tie-documented,drop-one (night sweep); harvest,Ignacio Vallejo,2.123,2.123195316,night_harvest/do0_* | sweep_results.md
tri_in_pen,16,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.17596,2.175994199,night_harvest/do0_* | sweep_results.md
tri_in_pen,17,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.23656,2.236643161,night_harvest/do0_* | sweep_results.md
tri_in_pen,18,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.29381,2.293875943,night_harvest/do0_* | sweep_results.md
tri_in_pen,19,tie-documented,drop-one (night sweep); harvest,Ignacio Vallejo,2.344,2.344137632,night_harvest/do0_* | sweep_results.md
tri_in_pen,20,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.43345,2.433445860,night_harvest/do0_* | sweep_results.md
tri_in_pen,21,tie-documented,drop-one (night sweep); harvest,Ignacio Vallejo,2.479,2.479171003,night_harvest/do0_* | sweep_results.md
tri_in_pen,22,tie-documented,drop-one (night sweep); harvest,Ian Watson,2.5674,2.567415295,night_harvest/do0_* | sweep_results.md
tri_in_pen,23,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.61825,2.618340596,night_harvest/do0_* | sweep_results.md
tri_in_pen,24,tie-documented,drop-one (night sweep); harvest,Ian Watson,2.66641,2.666446183,night_harvest/do0_* | sweep_results.md
tri_in_pen,25,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.7186,2.718630075,night_harvest/do0_* | sweep_results.md
tri_in_pen,26,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.76865,2.768675606,night_harvest/do0_* | sweep_results.md
tri_in_pen,27,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.81741,2.817445223,night_harvest/do0_* | sweep_results.md
tri_in_pen,28,beaten-claimed,drop-one (night sweep); harvest,Ignacio Vallejo,2.868,2.866364405710964,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,29,beaten-claimed,drop-one (night sweep); harvest,Ignacio Vallejo,2.903,2.902407086110427,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,30,beaten-claimed,drop-one (night sweep); harvest,Jake Loyd,2.9502,2.950141785091575,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,31,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.98366,2.983789738,night_harvest/do0_* | sweep_results.md
tri_in_pen,32,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.02686,3.026891111,night_harvest/do0_* | sweep_results.md
tri_in_pen,33,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.06583,3.065838584,night_harvest/do0_* | sweep_results.md
tri_in_pen,34,beaten-claimed,drop-one (night sweep); harvest,Emerson Connelly,3.114,3.110731485121739,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,35,beaten-claimed,drop-one (night sweep); harvest,Emerson Connelly,3.15,3.148433015984678,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,36,beaten-claimed,drop-one (night sweep); harvest,Emerson Connelly,3.177,3.174730905252747,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,37,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.2112,3.211333140,night_harvest/do0_* | sweep_results.md
tri_in_pen,38,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.24851,3.248800802,night_harvest/do0_* | sweep_results.md
tri_in_pen,39,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.29219,3.292219709,night_harvest/do0_* | sweep_results.md
tri_in_pen,40,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.32605,3.326131895,night_harvest/do0_* | sweep_results.md
tri_in_pen,41,tie-documented,drop-one (night sweep); harvest,Thomas Greenleaf,3.3674,3.367476587,night_harvest/do0_* | sweep_results.md
tri_in_pen,42,beaten-claimed,drop-one (night sweep); harvest,Thomas Greenleaf,3.42525,3.425057335841219,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,43,beaten-claimed,drop-one (night sweep); harvest,Thomas Greenleaf,3.46441,3.464339139102929,ledger: standing | night_harvest/do0_* | sweep_results.md
tri_in_pen,44,tie-documented,harvest; search (BH/GPU),Derek Wu,3.5214,3.521433884,results/*_bh_* | sweep_results.md
tri_in_pen,45,attempt-failed,harvest; harvest (recon); search (BH/GPU),Emerson Connelly,,,CAMPAIGN.md: 3 attempts land ~3.53 vs 3.5126; below resolution floor | results/*_bh_* | sweep_results.md
tri_in_squ,5,no-improvement,search (blitz-2),Erich Friedman,1.803,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_squ,7,no-improvement,search (blitz-2),Erich Friedman,2.0,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_squ,9,no-improvement,search (blitz-3),Maurizio Morandi,2.287,,blitz3_targets.txt (aggregate: 0/69 improvements)
tri_in_squ,10,no-improvement,search (blitz-3),David W. Cantrell,2.377,,blitz3_targets.txt (aggregate: 0/69 improvements)
tri_in_squ,11,no-improvement,drop-one (night sweep); search (blitz-3),Maurizio Morandi,2.49,,blitz3_targets.txt (aggregate: 0/69 improvements) | night_harvest/do0_*
tri_in_squ,12,no-improvement,harvest; search (blitz-3),Dominik Kamp,2.558,,blitz3_targets.txt (aggregate: 0/69 improvements) | sweep_results.md
tri_in_squ,14,attempted,drop-one (night sweep),David W. Cantrell,,,night_harvest/do0_*
tri_in_squ,15,tie-documented,drop-one (night sweep); harvest,Jake Loyd,2.82989,2.829911354,night_harvest/do0_* | sweep_results.md
tri_in_squ,16,tie-documented,harvest,Ian Watson,2.9,2.900042694,sweep_results.md
tri_in_squ,18,attempted,drop-one (night sweep),Maurizio Morandi,,,night_harvest/do0_*
tri_in_squ,19,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.12929,3.129302023,night_harvest/do0_* | sweep_results.md
tri_in_squ,20,tie-documented,drop-one (night sweep); harvest,Ian Watson,3.2305,3.230595578,night_harvest/do0_* | sweep_results.md
tri_in_squ,21,tie-documented,drop-one (night sweep); harvest,Thomas Schadt,3.31102,3.311033156,night_harvest/do0_* | sweep_results.md
tri_in_squ,22,tie-documented,drop-one (night sweep); harvest,Ian Watson,3.3757,3.375797355,night_harvest/do0_* | sweep_results.md
tri_in_squ,23,tie-documented,drop-one (night sweep); harvest,Ian Watson,3.4311,3.431581851,night_harvest/do0_* | sweep_results.md
tri_in_squ,24,tie-documented,harvest,Thomas Schadt,3.4678,3.475917223,sweep_results.md
tri_in_squ,26,attempted,drop-one (night sweep),Maurizio Morandi,,,night_harvest/do0_*
tri_in_squ,27,tie-documented,drop-one (night sweep); harvest,Ian Watson,3.6726,3.673364646,night_harvest/do0_* | sweep_results.md
tri_in_squ,28,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.75707,3.757161229,night_harvest/do0_* | sweep_results.md
tri_in_squ,29,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.81711,3.817128988,night_harvest/do0_* | sweep_results.md
tri_in_squ,30,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.86619,3.866200962,night_harvest/do0_* | sweep_results.md
tri_in_squ,31,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.93107,3.931088865,night_harvest/do0_* | sweep_results.md
tri_in_squ,32,tie-documented,drop-one (night sweep); harvest,Jake Loyd,3.9788,3.978818881,night_harvest/do0_* | sweep_results.md
tri_in_squ,33,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.05164,4.051673806,night_harvest/do0_* | sweep_results.md
tri_in_squ,34,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.09088,4.090899363,night_harvest/do0_* | sweep_results.md
tri_in_squ,35,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.14123,4.141317584,night_harvest/do0_* | sweep_results.md
tri_in_squ,36,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.20791,4.208105052,night_harvest/do0_* | sweep_results.md
tri_in_squ,37,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.2688,4.268892659,night_harvest/do0_* | sweep_results.md
tri_in_squ,38,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.32018,4.320208880,night_harvest/do0_* | sweep_results.md
tri_in_squ,39,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.36792,4.367964590,night_harvest/do0_* | sweep_results.md
tri_in_squ,40,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.41058,4.411178365,night_harvest/do0_* | sweep_results.md
tri_in_squ,41,tie-documented,drop-one (night sweep); harvest,Jake Loyd,4.46446,4.464966316,night_harvest/do0_* | sweep_results.md
tri_in_squ,42,tie-documented,drop-one (night sweep); harvest,Thomas Schadt,4.51177,4.512323283,night_harvest/do0_* | sweep_results.md
tri_in_squ,43,tie-documented,drop-one (night sweep); harvest,Thomas Schadt,4.55035,4.550396812,night_harvest/do0_* | sweep_results.md
tri_in_squ,44,tie-documented,drop-one (night sweep); harvest,Thomas Schadt,4.60023,4.600235328,night_harvest/do0_* | sweep_results.md
tri_in_squ,45,tie-documented,harvest,Thomas Schadt,4.67749,4.677595677,sweep_results.md
tri_in_tri,7,no-improvement,search (blitz-2),Trivial,3.0,,blitz2_targets.txt (aggregate: 49 ties)
tri_in_tri,8,no-improvement,search (blitz-2),Trivial,3.0,,blitz2_targets.txt (aggregate: 49 ties)
